ParticipantID,Trial,ConditionIndex,ReferenceSpeed_rad_s,SignedDiff_rad_s,LeftHasReference,SpeedLeft_rad_s,SpeedRight_rad_s,Response,RT_s,Correct,Timestamp
genevievenantel,66,5,3.14159265358979,0.628318530717959,1,3.14159265358979,3.76991118430775,2,0.0970240099995863,1,20250918_103022_453
