ParticipantID,Trial,ConditionIndex,ReferenceSpeed_rad_s,SignedDiff_rad_s,LeftHasReference,SpeedLeft_rad_s,SpeedRight_rad_s,Response,RT_s,Correct,Timestamp
genevievenantel,92,7,3.14159265358979,1.17809724509617,0,4.31968989868597,3.14159265358979,1,0.373665801000243,1,20250918_103123_627
