ParticipantID,Trial,ConditionIndex,ReferenceSpeed_rad_s,SignedDiff_rad_s,LeftHasReference,SpeedLeft_rad_s,SpeedRight_rad_s,Response,RT_s,Correct,Timestamp
genevievenantel,10,7,3.14159265358979,1.5707963267949,0,4.71238898038469,3.14159265358979,1,2.8869589750002,1,20250918_105120_180
