ParticipantID,Trial,ConditionIndex,ReferenceSpeed_rad_s,SignedDiff_rad_s,LeftHasReference,SpeedLeft_rad_s,SpeedRight_rad_s,Response,RT_s,Correct,Timestamp
genevievenantel,57,3,3.14159265358979,0.392699081698724,1,3.14159265358979,3.53429173528852,2,8.32039995657397e-05,1,20250918_103000_819
